feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Okayama_G	envOkayama_G	1.618339914	-0.10375483	0.477381577	0.000731015	0.027550769	0.001461496	0.040165937	NA	abundance	132	64
D_4__Unknown_Family	env	Noto	envNoto	-0.375062298	0.55175446	0.249492991	0.000737477	0.027665639	0.001474411	0.040346961	NA	abundance	132	130
B_D_0__Bacteria.D_1__Planctomycetes.D_2__OM190.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	-2.931457467	0	0.876414512	0.00082333	0.030682083	0.001645983	0.044042308	NA	prevalence	132	83
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.Acidobacteria.bacterium	env	Noto	envNoto	-2.927516079	0	0.875756156	0.000829245	0.030682083	0.001657803	0.044042308	NA	prevalence	132	60
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__BD7.8.D_4__uncultured.gamma.proteobacterium	env	Kitsuki	envKitsuki	4.292315592	0	1.283760242	0.00082714	0.030682083	0.001653596	0.044042308	NA	prevalence	132	28
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__uncultured	env	Tokyo_KC	envTokyo_KC	-0.471669065	1.075083241	0.422366017	0.000841578	0.030996856	0.001682448	0.044392967	NA	abundance	132	116
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Hakata	envHakata	0.470493413	-0.547560018	0.27601579	0.000859837	0.031322737	0.001718935	0.044848067	NA	abundance	132	71
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.organism.D_4__uncultured.organism	env	Hakata	envHakata	4.232005916	0	1.270082774	0.000862023	0.031322737	0.001723302	0.044848067	NA	prevalence	132	29
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__SB.5	env	Kitsuki	envKitsuki	-4.239788574	0	1.271510215	0.000854679	0.031322737	0.001708628	0.044832158	NA	prevalence	132	92
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Gimesiaceae	env	Tokyo_HK	envTokyo_HK	-2.107290822	0.250289059	0.668712247	0.000884569	0.031998484	0.001768355	0.045706038	NA	abundance	132	80
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Rubinisphaeraceae	env	Kitsuki	envKitsuki	2.231313161	0.388324752	0.512651328	0.000899314	0.03238729	0.000899314	0.029054238	NA	abundance	132	89
D_4__Marinilabiliaceae	env	Okayama_G	envOkayama_G	1.290278956	-0.10375483	0.401802816	0.000917065	0.032880448	0.000917065	0.029054238	NA	abundance	132	109
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-4.185774154	0	1.263232098	0.000921219	0.032883854	0.001841589	0.046780756	NA	prevalence	132	44
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Saiki	envSaiki	-1.135860088	0.130607133	0.346556971	0.000932117	0.033126931	0.001863364	0.047146072	NA	abundance	132	65
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__BD7.8.__	dex	non	cndnon	1.22659585	0.063446432	0.323752598	0.00094174	0.033322776	0.00094174	0.029578972	NA	abundance	132	50
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__PAUC43f.marine.benthic.group.D_3__uncultured.actinobacterium.D_4__uncultured.actinobacterium	env	Saiki	envSaiki	-2.690635087	0	0.81492303	0.000960992	0.033856177	0.001921061	0.047846429	NA	prevalence	132	36
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Gaiellales.D_4__uncultured	env	Hakata	envHakata	0.645246592	-0.547560018	0.33923909	0.000977691	0.034295377	0.001954427	0.048300093	NA	abundance	132	118
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__anaerobic.digester.metagenome	env	Hakata	envHakata	6.228368864	0	1.88996138	0.000982465	0.034314282	0.000982465	0.03040872	NA	prevalence	132	49
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Ectothiorhodospirales.__	env	Noto	envNoto	2.788593382	0.55175446	0.622743589	0.000992043	0.034500099	0.000992043	0.030556836	NA	abundance	132	50
B_D_0__Bacteria.D_1__Dadabacteria.D_2__Dadabacteriia.D_3__Dadabacteriales.D_4__uncultured.organism	env	Noto	envNoto	-2.784555985	0	0.846529733	0.001004092	0.034769904	0.000108837	0.005102523	NA	prevalence	132	30
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	1.916886781	0.388324752	0.420261162	0.00101994	0.035168386	0.00101994	0.030920248	NA	abundance	132	79
B_D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae	env	Saiki	envSaiki	5.554178256	0	1.692190108	0.00102985	0.03535964	0.00102985	0.030920248	NA	prevalence	132	68
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.__	env	Tokyo_HK	envTokyo_HK	-1.343994263	0.250289059	0.456703667	0.00104504	0.035729775	0.002088987	0.048921943	NA	abundance	132	123
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Saiki	envSaiki	-5.473733383	0	1.671628493	0.001058523	0.036038706	0.000186735	0.007884897	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Kitsuki	envKitsuki	-0.539125806	0.388324752	0.23294669	0.001091017	0.0369896	0.002180845	0.048921943	NA	abundance	132	131
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__Pla1.lineage.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.011772794	0	0.922547692	0.001096089	0.037006692	0.002190976	0.048921943	NA	prevalence	132	27
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-6.15884792	0	1.888731587	0.001110834	0.037194594	0.001110834	0.032790188	NA	prevalence	132	45
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-6.15884792	0	1.888731587	0.001110834	0.037194594	0.001110834	0.032790188	NA	prevalence	132	45
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Noto	envNoto	-5.599997545	0	1.721314795	0.001140627	0.038034983	0.002279953	0.048921943	NA	prevalence	132	54
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.bacterium	env	Hakata	envHakata	0.887145639	-0.547560018	0.412714289	0.001156743	0.038355424	0.002312148	0.048921943	NA	abundance	132	79
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.__	env	Noto	envNoto	-0.261042523	0.55175446	0.22220849	0.001159704	0.038355424	0.002318062	0.048921943	NA	abundance	132	97
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Tokyo_HK	envTokyo_HK	1.813163541	0.250289059	0.450983421	0.001181745	0.038925537	0.001181745	0.034405516	NA	abundance	132	127
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__uncultured	env	Kitsuki	envKitsuki	-1.166645305	0.388324752	0.442981216	0.001209998	0.039218467	0.002418533	0.048921943	NA	abundance	132	116
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Ignavibacteria.D_3__Ignavibacteriales.D_4__Ignavibacteriaceae	env	Tokyo_HK	envTokyo_HK	1.613743978	0.250289059	0.374364961	0.001208424	0.039218467	0.002415388	0.048921943	NA	abundance	132	58
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Hakata	envHakata	1.265736544	-0.547560018	0.534880404	0.001201931	0.039218467	0.002402418	0.048921943	NA	abundance	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__MBAE14.D_4__uncultured.bacterium	env	Noto	envNoto	-4.185465685	0	1.291980537	0.001197087	0.039218467	0.001197087	0.034693753	NA	prevalence	132	12
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prolixibacteraceae	env	Okayama_G	envOkayama_G	1.600480368	-0.10375483	0.505290182	0.001237355	0.039715211	0.00247318	0.048921943	NA	abundance	132	98
B_D_0__Bacteria.D_1__Latescibacteria.D_2__saltmarsh.clone.LCP.67.D_3__saltmarsh.clone.LCP.67.D_4__saltmarsh.clone.LCP.67	env	Tokyo_HK	envTokyo_HK	1.916823258	0.250289059	0.480761073	0.001249831	0.039715211	0.002498099	0.048921943	NA	abundance	132	86
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Noto	envNoto	2.221115622	0.55175446	0.492132864	0.001244582	0.039715211	0.002487614	0.048921943	NA	abundance	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Desulfuromonadaceae	env	Noto	envNoto	2.198255998	0.55175446	0.467270035	0.001243571	0.039715211	0.001243571	0.035877873	NA	abundance	132	53
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Tokyo_KC	envTokyo_KC	0.158502565	1.075083241	0.23294669	0.00124925	0.039715211	0.002496939	0.048921943	NA	abundance	132	131
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.delta.proteobacterium	env	Hakata	envHakata	0.842764963	-0.547560018	0.402477617	0.001270922	0.040227674	0.00254023	0.048932037	NA	abundance	132	71
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.archaeon.D_4__uncultured.archaeon	env	Hakata	envHakata	6.024443402	0	1.870284733	0.001276831	0.040257433	0.001276831	0.036344078	NA	prevalence	132	32
B_D_0__Bacteria.D_1__Acidobacteria.D_2__ODP1230B23.02.D_3__uncultured.organism.D_4__uncultured.organism	env	Noto	envNoto	-4.095198736	0	1.273875113	0.001305551	0.040885296	0.001305551	0.036689797	NA	prevalence	132	21
B_D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae	env	Hakata	envHakata	7.348064195	0	2.286291783	0.001309151	0.040885296	0.001309151	0.036689797	NA	prevalence	132	68
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.__	env	Hakata	envHakata	7.429114621	0	2.311940317	0.001311882	0.040885296	0.001311882	0.036689797	NA	prevalence	132	20
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Sedimenticolaceae	env	Hakata	envHakata	1.029949332	-0.547560018	0.470663431	0.001321189	0.041017598	0.002640632	0.050712863	NA	abundance	132	126
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.__	env	Hakata	envHakata	1.558676073	-0.547560018	0.620582539	0.001338459	0.041256013	0.002675127	0.051090262	NA	abundance	132	70
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__BD7.8.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	1.963107599	0.388324752	0.441133375	0.001339051	0.041256013	0.002676309	0.051090262	NA	abundance	132	62
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.D_4__uncultured.bacterium	env	Noto	envNoto	2.011514823	0.55175446	0.430780261	0.00135167	0.041487065	0.002701514	0.051417468	NA	abundance	132	94
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__alpha.proteobacterium.endosymbiont.2.of.Inanidrilus.makropetalos	dex	non	cndnon	1.683380594	0	0.525516914	0.001358693	0.041545248	0.001358693	0.037817764	NA	prevalence	132	25
B_D_0__Bacteria.D_1__Acidobacteria.D_2__AT.s3.28.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-2.892978662	0	0.905186806	0.001393462	0.042448218	0.002784983	0.05284837	NA	prevalence	132	23
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.088748374	0	0.966960995	0.00140178	0.042541652	0.002801594	0.053005834	NA	prevalence	132	44
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__RBG.13.54.9.D_4__uncultured.bacterium	env	Saiki	envSaiki	-2.527834959	0.130607133	0.650570868	0.001441874	0.043595171	0.001441874	0.039798222	NA	abundance	132	17
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__MSBL9.D_4__4572.13	env	Okayama_G	envOkayama_G	1.738264782	-0.10375483	0.486022459	0.001464262	0.04410749	0.00292638	0.054717296	NA	abundance	132	23
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Saiki	envSaiki	-1.345736467	0.130607133	0.417461997	0.001518206	0.04556304	0.002801594	0.053005834	NA	abundance	132	44
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Tokyo_HK	envTokyo_HK	-0.849830801	0.250289059	0.308622246	0.001532403	0.045819413	0.003062458	0.056377065	NA	abundance	132	82
B_D_0__Archaea.D_1__Euryarchaeota.D_2__Thermoplasmata.D_3__uncultured.D_4__uncultured.archaeon	env	Hakata	envHakata	3.71671837	0	1.175513283	0.001568062	0.046713247	0.003133664	0.057086412	NA	prevalence	132	18
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Tokyo_KC	envTokyo_KC	2.61190962	1.075083241	0.450983421	0.001587018	0.046787647	0.001587018	0.042899711	NA	abundance	132	127
B_D_0__Bacteria.D_1__Cloacimonetes.D_2__Cloacimonadia.D_3__Cloacimonadales.D_4__MSBL8	env	Hakata	envHakata	5.880667338	0	1.862076288	0.001587881	0.046787647	0.001587881	0.042899711	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Cloacimonetes.D_2__Cloacimonadia.D_3__Cloacimonadales.D_4__MSBL8	env	Tokyo_HK	envTokyo_HK	5.880667338	0	1.862076288	0.001587881	0.046787647	0.001587881	0.042899711	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Planctomycetes.D_2__OM190.D_3__uncultured.planctomycete.D_4__uncultured.planctomycete	env	Tokyo_KC	envTokyo_KC	-3.655745146	0	1.158499976	0.001601766	0.047025757	0.003200966	0.058146324	NA	prevalence	132	87
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.__.__	env	Kitsuki	envKitsuki	3.65789695	0	1.159573825	0.001607632	0.047027603	0.00321268	0.058193326	NA	prevalence	132	53
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__KI89A.clade.D_4__uncultured.gamma.proteobacterium	env	Tokyo_HK	envTokyo_HK	-7.154836433	0	2.269183361	0.001615771	0.047095655	0.001615771	0.043469011	NA	prevalence	132	65
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__AT.s2.59.D_4__uncultured.gamma.proteobacterium	env	Hakata	envHakata	3.644009484	0	1.157419225	0.001641713	0.047542091	0.003280732	0.059090242	NA	prevalence	132	44
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Saiki	envSaiki	-5.253982875	0	1.668887487	0.001642822	0.047542091	5.4E-07	4.91E-05	NA	prevalence	132	54
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.__.__	env	Kitsuki	envKitsuki	-0.991350395	0.388324752	0.398674322	0.001658408	0.047788394	0.003314066	0.059522484	NA	abundance	132	109
B_D_0__Bacteria.D_1__Marinimicrobia..SAR406.clade..D_2__uncultured.bacterium.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	3.638089655	0	1.157160429	0.001666666	0.047788394	0.003330555	0.059567661	NA	prevalence	132	69
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Parvibaculales.D_4__PS1.clade	env	Noto	envNoto	2.696154499	0	0.8576738	0.001669026	0.047788394	0.003335266	0.059567661	NA	prevalence	132	62
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.euryarchaeote.D_4__uncultured.euryarchaeote	env	Hakata	envHakata	5.841954638	0	1.860027093	0.001684928	0.048073831	0.001684928	0.044392967	NA	prevalence	132	23
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.22.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.035762995	0	0.96865818	0.00172448	0.049029683	0.003445986	0.061373199	NA	prevalence	132	88
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.18.D_3__uncultured.Acidobacteria.bacterium.D_4__uncultured.Acidobacteria.bacterium	env	Hakata	envHakata	3.605404387	0	1.151618856	0.001743741	0.049403964	0.003484441	0.061885233	NA	prevalence	132	35
B_D_0__Bacteria.D_1__Nitrospirae.D_2__4.29.1.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	5.782093082	0	1.849539553	0.001770607	0.049990348	0.001770607	0.045706038	NA	prevalence	132	35
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Kitsuki	envKitsuki	-7.07933696	0	2.268160221	0.001801277	0.050504323	0.001801277	0.046124272	NA	prevalence	132	70
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Tokyo_KC	envTokyo_KC	-7.07933696	0	2.268160221	0.001801277	0.050504323	0.001801277	0.046124272	NA	prevalence	132	70
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SJA.15.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-7.059288647	0	2.265672531	0.001834724	0.050739826	0.001834724	0.046780756	NA	prevalence	132	78
B_D_0__Bacteria.D_1__Latescibacteria.D_2__saltmarsh.clone.LCP.67.D_3__saltmarsh.clone.LCP.67.D_4__saltmarsh.clone.LCP.67	env	Saiki	envSaiki	1.568961718	0.130607133	0.432554441	0.001892218	0.050770329	0.001892218	0.047663498	NA	abundance	132	86
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Actinomarinales.D_4__uncultured	env	Hakata	envHakata	0.187555636	-0.547560018	0.212185587	0.001900521	0.050779753	0.001900521	0.047663498	NA	abundance	132	132
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Gracilibacteria.D_3__Candidatus.Peregrinibacteria.D_4__uncultured.bacterium	env	Hakata	envHakata	5.747915387	0	1.851500062	0.001906241	0.050779753	0.001906241	0.047663498	NA	prevalence	132	22
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.archaeon.D_4__uncultured.archaeon	dex	non	cndnon	1.609403903	0	0.519568423	0.001951088	0.051330087	0.001951088	0.048300093	NA	prevalence	132	32
B_D_0__Bacteria.D_1__Dadabacteria.D_2__Dadabacteriia.D_3__Dadabacteriales.D_4__uncultured.organism	env	Hakata	envHakata	-1.694275105	-0.547560018	0.316153031	0.001977751	0.051529629	0.001977751	0.048500534	NA	abundance	132	30
B_D_0__Bacteria.D_1__BRC1.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Hakata	envHakata	5.746079837	0	1.857095128	0.00197396	0.051529629	0.00197396	0.048500534	NA	prevalence	132	17
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Flavobacteriales.D_4__Flavobacteriaceae	env	Hakata	envHakata	0.187493682	-0.547560018	0.217478231	0.002284622	0.05274309	0.002284622	0.048921943	NA	abundance	132	132
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Hakata	envHakata	-2.312799962	-0.547560018	0.535092724	0.002346296	0.05274309	0.002346296	0.048921943	NA	abundance	132	45
B_D_0__Archaea.D_1__Diapherotrites.D_2__Micrarchaeia.D_3__uncultured.euryarchaeote.D_4__uncultured.euryarchaeote	env	Hakata	envHakata	5.505173773	0	1.822973465	0.002528691	0.05274309	0.002528691	0.048921943	NA	prevalence	132	15
B_D_0__Archaea.D_1__Euryarchaeota.D_2__Thermoplasmata.D_3__Marine.Benthic.Group.D.and.DHVEG.1.__	env	Hakata	envHakata	5.616392715	0	1.840983372	0.002282653	0.05274309	0.002282653	0.048921943	NA	prevalence	132	15
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Kitsuki	envKitsuki	-5.505612478	0	1.822910159	0.002525807	0.05274309	0.002525807	0.048921943	NA	prevalence	132	71
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Tokyo_KC	envTokyo_KC	-5.505612478	0	1.822910159	0.002525807	0.05274309	0.002525807	0.048921943	NA	prevalence	132	71
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.17.__.__	env	Hakata	envHakata	5.520289399	0	1.824629319	0.002482794	0.05274309	0.002482794	0.048921943	NA	prevalence	132	26
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.824779398	0	2.247253394	0.00238991	0.05274309	0.00238991	0.048921943	NA	prevalence	132	67
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-6.845560379	0	2.250622564	0.002353012	0.05274309	0.002353012	0.048921943	NA	prevalence	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-6.845560379	0	2.250622564	0.002353012	0.05274309	0.002353012	0.048921943	NA	prevalence	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.845560379	0	2.250622564	0.002353012	0.05274309	0.002353012	0.048921943	NA	prevalence	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.D_4__unidentified.marine.bacterioplankton	env	Saiki	envSaiki	5.058872794	0	1.657878259	0.002277663	0.05274309	0.002277663	0.048921943	NA	prevalence	132	77
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.actinobacterium.D_4__uncultured.actinobacterium	env	Hakata	envHakata	6.911147034	0	2.256148977	0.002189475	0.05274309	0.002189475	0.048921943	NA	prevalence	132	23
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-5.512398201	0	1.823983018	0.002509644	0.05274309	0.002509644	0.048921943	NA	prevalence	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-5.512398201	0	1.823983018	0.002509644	0.05274309	0.002509644	0.048921943	NA	prevalence	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-5.512398201	0	1.823983018	0.002509644	0.05274309	0.002509644	0.048921943	NA	prevalence	132	25
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__SB.5	env	Tokyo_KC	envTokyo_KC	-5.566092562	0	1.829349276	0.002344951	0.05274309	0.002344951	0.048921943	NA	prevalence	132	92
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Kitsuki	envKitsuki	-6.886601076	0	2.253019548	0.002238557	0.05274309	0.002238557	0.048921943	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Tokyo_HK	envTokyo_HK	-6.886601076	0	2.253019548	0.002238557	0.05274309	0.002238557	0.048921943	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Tokyo_KC	envTokyo_KC	-6.886601076	0	2.253019548	0.002238557	0.05274309	0.002238557	0.048921943	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-5.509129907	0	1.823244461	0.00251436	0.05274309	0.00251436	0.048921943	NA	prevalence	132	64
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-5.509129907	0	1.823244461	0.00251436	0.05274309	0.00251436	0.048921943	NA	prevalence	132	64
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-5.527808851	0	1.825178945	0.002456577	0.05274309	0.002456577	0.048921943	NA	prevalence	132	47
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-5.527808851	0	1.825178945	0.002456577	0.05274309	0.002456577	0.048921943	NA	prevalence	132	47
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-5.527808851	0	1.825178945	0.002456577	0.05274309	0.002456577	0.048921943	NA	prevalence	132	47
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.3	env	Hakata	envHakata	5.511367696	0	1.823799244	0.002511804	0.05274309	0.002511804	0.048921943	NA	prevalence	132	20
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.4	env	Hakata	envHakata	5.642402312	0	1.841903379	0.002188709	0.05274309	0.002188709	0.048921943	NA	prevalence	132	19
